,set_num,name,year,theme_id,num_parts
2479,2236-1,Scorpio,2011,403,104
2480,224-1,2 x 2 & 2 x 4 Curved Bricks,1956,371,14
2481,2241-1,Basic Set,1997,505,32
2482,2242-1,Extra Bricks (S),1997,505,52
2483,2242-2,Brick Starters (Explore),2002,505,52
2484,224-3,2 x 2 Curved Bricks,1958,371,20
2485,2245-1,Farmhouse Bucket,1997,505,47
2486,2247-1,Extra Bricks (M),1997,505,99
2487,2250-1,Advent Calendar 2000,2000,207,241
2488,225-1,1 x 6 and 1 x 8 Bricks,1958,371,9
2489,2251-1,Horse 'n' Home,1997,505,72
2490,2252-1,Basic Set,1997,505,37
2491,2253-1,Big Tubular Playtime,1999,505,90
2492,2254-1,Mountain Shrine,2011,435,169
2493,2255-1,Sensei Wu,2011,435,20
2494,2256-1,Lord Garmadon,2011,435,23
2495,2257-1,Spinjitzu Starter Set,2011,435,57
2496,2258-1,Ninja Ambush,2011,435,71
2497,2259-1,Skull Motorbike,2011,435,157
2498,2260-1,Ice Dragon Attack,2011,435,158
2499,226-1,8 Named Beams,1958,371,8
2500,2261-1,Happy Gardener,1997,505,11
2501,226-1-DUMMY-1,Dummy set for Various 3009 prints For Set 226-1,1958,371,44
2502,226-2,Idea Book,1981,497,0
2503,2262-1,Basic Set,1997,505,20
2504,2263-1,Turbo Shredder,2011,435,298
2505,2264-1,Medium Bucket,1997,505,48
2506,2265-1,Large Puppy Clearpack,1997,505,69
2507,2266-1,Extra Large Value Bucket,1997,505,92
2508,2268-1,Katie Cat Bucket,1998,505,50
2509,2269-1,Build a Zoo,1998,505,90
2510,2270-1,Spotty Dog,1998,504,5
2511,227-1,4 x 8 Curved & 2 x 8 Plates,1958,371,5
2512,2271-1,Boy with Barrow,1998,505,4
2513,2272-1,Medium Bucket,1998,505,50
2514,2275-1,Sarah's Flower Garden,1998,505,19
2515,2276-1,Train with Oval Case,1998,505,50
2516,2277-1,Boy with Cat,1998,505,8
2517,2278-1,Large Bucket,1998,505,91
2518,2279-1,Tubular Motion,1998,505,75
2519,2280-1,Circus Freeway,1999,505,30
2520,228-1,4 x 8 & 2 x 8 Plates,1958,371,5
2521,2281-1,Deluxe Harbor Highway,1999,505,50
2522,2282-1,Rocka XL,2011,401,174
2523,2283-1,Witch Doctor,2011,403,337
2524,2284-1,Clown Go Round,1999,505,14
2525,229-1,6 x 8 & 2 x 8 Plates,1958,371,4
2526,229.1-1,2 x 8 Plates,1962,371,8
2527,2291-1,Animal,1985,504,6
2528,2294-1,Ladybug,1999,505,9
2529,2295-1,Clown,1999,505,7
2530,2297-1,Cute Animals,2000,505,11
2531,2299-1,Pingo,1999,505,11
2532,2300-1,Small Bucket,1999,505,48
2533,230-1,Hairdressing Salon,1978,405,229
2534,2301-1,Building Plates 6 x 12,1985,504,2
2535,230-2,Six Trees and Bushes,1958,371,6
2536,2302-1,Building Plate 24 x 24,1982,504,1
2537,2303-1,Building Plates,1991,504,2
2538,2304-1,Large Building Plate,1992,504,1
2539,2305-1,Building Plate 24 x 24,1984,504,1
2540,2306-1,Large Building Plate,1991,504,1
2541,2307-1,Supplementary Bricks,1984,505,18
2542,2309-1,Supplementary Bricks,1984,505,25
2543,23-1,Delivery Truck Set,1971,433,64
2544,2310-1,Supplementary Bricks,1987,505,33
2545,231-1,Hospital,1978,405,402
2546,2311-1,Clown,1993,505,16
2547,231-2,Esso Pumps/Sign,1956,371,2
2548,2312-1,Supplementary Bricks,1987,505,39
2549,2313-1,Basic Set,1991,505,29
2550,2314-1,Large Basic Set,1991,505,38
2551,2315-1,Duck,1985,505,6
2552,2317-1,Police Building Set,1994,505,12
2553,2318-1,Pullback Motor,1991,504,1
2554,23-2,Value pack Italy,1995,50,0
2555,232-1,Bungalow,1978,405,474
2556,2321066-1,City Undercover Limited Edition - Wii U,2013,501,0
2557,2321-1,Happy Birthday Building Set,1996,505,33
2558,232-2,16 Road Signs,1958,371,16
2559,2324-1,Large Giraffe Bucket,1995,505,50
2560,2326-1,Green Elephant Bucket XL,1995,505,66
2561,2327-1,Supplementary Bricks,1994,505,20
2562,2330-1,Basic Set,1981,505,10
2563,233-1,Light Masts,1958,371,4
2564,2331-1,"Barney, The Skateboard Bear",1991,505,8
2565,2332-1,XL Elephant Bucket,2000,505,90
2566,2333-1,Basic Set - Animal,1987,505,12
2567,2335-1,Basic Set (Animal),1984,505,9
2568,2337-1,Rover's Building Set,1994,505,32
2569,2338-1,Kitty Cat's Building Set,1995,505,36
2570,2339-1,Basic Box,1996,505,49
2571,234-1,Letter Bricks,1958,371,53
2572,2341-1,Peter's Holiday Building Set,1991,505,17
2573,2344-1,Circus - Basic Set,1987,505,19
2574,2345-1,Basic Set (House),1984,505,17
2575,2346-1,Train Oval Suitcase,1996,634,53
2576,2347-1,Barnaby Bear's Building Set,1994,505,41
2577,2349-1,Basic Storage Unit (Green Suitcase),1996,505,42
2578,2350-1,Basic Building Set,1981,505,24
2579,235-1,Garage Plate and Door (White Base and Door Frame),1958,371,3
2580,235-2,Garage Plate and Door (Gray Base and Door Frame),1968,371,5
2581,2355-1,Basic Set (Vehicles),1984,505,27
2582,2356-1,Jumbo Tub (Zoo Tub),1996,505,109
2583,236-1,Garage with Automatic Door (White base and door frame),1956,372,69
2584,2361-1,Matt and Mutt Building Set,1991,505,23
2585,236-2,Garage and Van,1957,372,69
2586,2362-1,Large Circus Bucket,1995,505,57
2587,236-3,Garage with Automatic Door (Gray base and door frame),1968,372,59
2588,2364-1,Circus Bucket Green,1995,505,42
2589,2365-1,Basic Set (Safari),1983,505,34
2590,2366-1,House and Car,1987,505,26
2591,2368-1,XL Basic Bucket,1995,505,72
2592,237-1,Number Bricks,1960,371,50
2593,2371-1,Flying School,1991,505,39
2594,2372-1,Zoo Bucket,1993,505,38
2595,2376-1,Play Bucket,1991,505,36
2596,2377-1,Basic Set (Safari),1987,505,45
2597,2380-1,Panda's Building Bonanza,1994,505,80
2598,238-1,Lego System Idea Book no. 1,1960,497,0
2599,2381-1,Bucket of Bricks,1991,505,65
2600,238-2,Lego System Idea Book (by Samsonite),1961,497,0
2601,2382-1,Train Bucket,1993,505,44
2602,238-3,Lego System Idea Book no. 1,1962,497,0
2603,238-4,Lego System Ideas Book no. 2,1962,497,0
2604,238-5,Lego System Ideas Book no. 2,1963,497,0
2605,238-6,Lego System Idea Book,1963,497,0
2606,2386-1,Circus Bucket,1991,505,54
2607,238-7,So Bauen Wir Mit LEGO,1963,497,0
2608,2387-1,Playtime Bucket,1992,505,56
2609,238-8,Lego System Ideas Book No. 3,1964,497,0
2610,2388-1,Basic Set (Harbour),1987,505,48
2611,238-9,Lego System Idea Book (by Samsonite),1964,497,0
2612,2390-1,Maxi Building Bucket,1994,505,29
2613,239-1,Wir bauen mit Lego Idea Book,1966,497,0
2614,2391-1,Farm in a Bucket,1991,505,63
2615,239-2,Das große Lego-Buch Idea Book,1968,497,0
2616,2392-1,Farmyard,1991,632,63
2617,2393-1,Medium Bucket,1994,505,41
2618,2394-1,Farm Bucket,1994,505,52
2619,2396-1,Extra Large Bucket,1994,505,56
2620,2399-1,Basic Set (Town),1987,505,68
2621,2400-1,Cute Vehicles,2000,505,32
2622,240-1,"Wooden Storage Box Large, Empty",1967,365,0
2623,2401-1,Racer,1984,505,4
2624,240-2,Idea Book,1967,497,1
2625,2402-1,Police Car,1984,632,5
2626,2403-1,Fire Chief Building Set,1985,632,5
2627,2404-1,Windmill Building Set,1987,505,11
2628,24-1,Minitalia Train,1971,433,77
2629,241-1,4.5v Idea Book,1969,497,0
2630,2411-1,Camping Building Set,1984,505,11
2631,2412-1,Boat Yard Building Set,1985,505,17
2632,241501-1,Enki the Panther,2015,600,14
2633,241502-1,Flamy the Fox,2015,600,12
2634,241601-1,Miku the Dragon,2016,600,12
2635,241602-1,Jynx The Witch's Cat,2016,600,26
2636,241701-1,Mr. Spry and His Lemonade Stand,2017,600,20
2637,241702-1,Hidee the Chameleon,2017,600,19
2638,242001-1,Spider-Man,2020,702,20
2639,242002-1,Iron Man,2020,702,8
2640,242003-1,Captain Marvel,2020,702,10
2641,242-1,International Flags,1958,371,5
2642,242104-1,Venom,2021,706,14
2643,242105-1,Thor,2021,702,9
2644,242106-1,Captain America,2021,696,10
2645,242107-1,War Machine,2021,702,18
2646,242108-1,Iron Spider,2021,706,14
2647,242109-1,Black Widow,2021,702,17
2648,242.1-1,6 International Flags -1-,1963,371,6
2649,242-2,5 Danish Flags,1958,371,5
2650,242.2-1,6 International Flags -2-,1963,371,6
2651,242210-1,Iron Man,2022,702,22
2652,242211-1,Loki,2022,702,7
2653,242212-1,Captain America,2022,702,13
2654,242.3-1,6 International Flags -3-,1963,371,6
2655,2424-1,Basic Building Bucket,1989,505,84
2656,2426-1,Farm Bucket,1989,505,62
2657,242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,371,5
2658,242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,371,5
2659,242I-1,International Flags,1958,371,5
2660,2430-1,Clown Parade,1989,632,18
2661,2431-1,Big Chief's Canoe,1998,665,3
2662,2432-1,Big Chief's Camp,1998,665,18
2663,2433-1,Stagecoach,1998,665,10
2664,2434-1,Sheriff Jake,1998,665,33
2665,2435-1,Western Town,1998,665,37
2666,2436-1,Big Chief's Big Camp,1998,665,45
2667,2437-1,Sheriff Jake,1998,665,69
2668,2438-1,Big Western Set,1998,665,68
2669,2442-1,School Room,1990,505,9
2670,2443-1,Lil' Skipper,1991,632,6
2671,2444-1,Lil' Circus,1994,632,8
2672,2445-1,Farm Yard,1994,632,19
2673,2446-1,Windmill,1990,505,12
2674,2447-1,Speedway,1991,505,9
2675,2450-1,Airport,1990,505,14
2676,245-1,Lighting Device Pack,1958,371,3
2677,2451-1,Police Squad,1991,505,14
2678,245-2,Two Santas and Tree,1978,227,39
2679,2452-1,Choo Choo Train,1993,634,13
2680,2453-1,Large Bulk Bucket,1998,470,950
2681,2454-1,Harbor Town,1990,505,18
2682,2455-1,Corral,1991,632,24
2683,2458-1,Barnyard,1990,632,22
2684,2459-1,Express Train,1991,634,26
2685,246-2,Santa with Sleigh and Reindeer,1977,227,68
2686,2466-1,Medium Yellow Bucket,1999,504,50
2687,2467-1,Large Bucket,1999,505,86
2688,2477-1,Basic Set,2000,505,30
2689,248-2,Factory With Conveyor Belt,1971,416,208
2690,2488-1,Happy Hippo Build n' Store,1999,505,80
2691,2490-1,Insectoids Combination Set,1998,134,1
2692,2493-1,Medium Bucket,1998,505,50
2693,2494-1,400-Piece Purple Bucket,1998,469,400
2694,250-1,Idea Book 250,1987,497,2
2695,250-3,Aeroplane and Pilot,1974,364,89
2696,2503-1,Musical Apple,2000,440,2
2697,2504-1,Spinjitzu Dojo,2011,435,373
2698,2505-1,Garmadon's Dark Fortress,2011,435,518
2699,2506-1,Skull Truck,2011,435,515
2700,2507-1,Fire Temple,2011,435,1174
2701,2508-1,Blacksmith Shop,2011,435,189
2702,2509-1,Earth Dragon Defense,2011,435,227
2703,251-1,Windmill with Miller and his Wife,1974,364,90
2704,2516-1,Ninja Training Outpost,2011,435,46
2705,2518-1,Nuckal's ATV,2011,435,174
2706,2519-1,Skeleton Bowling,2011,435,371
2707,2520-1,Battle Arena,2011,435,463
2708,252-1,Locomotive with Driver & Passenger,1974,364,115
2709,2521-1,Lightning Dragon Battle,2011,435,645
2710,2531-1,Rescue Helicopter and Jeep,1998,50,99
2711,253-2,Helicopter and Pilot,1975,364,49
2712,2532-1,Aircraft and Ground Crew,1998,50,143
2713,253257-1,Bionicle Towel Toa Hordika,2006,501,0
2714,2535-1,Formula 1 Racing Car,1998,50,31
2715,2536-1,Divers Jet Ski,1998,86,25
2716,2537-1,Extreme Team Raft,1998,87,20
2717,2538-1,Fright Knights Fire Cart,1998,195,21
2718,2539-1,Fright Knights Flying Machine,1998,195,21
2719,2540-1,Fright Knights Catapult Cart,1998,195,26
2720,254-1,Family,1975,364,94
2721,2541-1,Adventurers Car,1998,297,24
2722,2542-1,Adventurers Aeroplane,1998,297,22
2723,2543-1,Spacecraft,1998,144,18
2724,2544-1,Motorcycle,1998,1,27
2725,2550-1,Tom's Adventure,1990,505,5
2726,2551-1,Grandma's Kitchen,1992,652,41
2727,255-2,Farming Scene,1975,364,120
2728,2552-1,Family Home Bucket,1992,652,49
2729,2553-1,Patty’s Pony Stable,1993,652,28
2730,2554-1,Formula 1 Pit Stop,1998,50,173
2731,2555-1,Swing Set,1998,318,53
2732,2556-1,Ferrari Formula 1 Racing Car,1997,278,580
2733,256-1,Police Officers and Motorcycle,1976,364,85
2734,2580-1,Friendly Animal Bus,2001,505,110
2735,258-1,Zoo with Baseboard,1976,364,473
2736,2581-1,School Bus,1997,505,72
2737,258175-1,Play and Build Remote for Nintendo Wii - Red,2010,501,0
2738,258175-2,Play and Build Remote for Nintendo Wii - Pirates of the Caribbean,2011,501,25
2739,258175-3,Play and Build Remote for Nintendo Wii - Orange,2010,501,23
2740,258175-4,Play and Build Remote for Nintendo Wii - Blue,2010,501,25
2741,2584-1,Biker Bob,1998,50,22
2742,2585-1,Handcar,1998,236,27
2743,2586-1,Chess King,1998,186,26
2744,2588-1,Safari Hippo,1999,505,80
2745,2592-1,Baby Mickey & Baby Minnie,2000,440,20
2746,2593-1,Baby Mickey,2000,440,9
2747,2594-1,Baby Mickey and Baby Minnie Playground,2000,440,11
2748,2598-1,Large Red Building Plate,2006,504,1
2749,2599-1,Racing Team,1998,632,13
2750,2600-1,Brontosaurus Family,1998,658,32
2751,260-1,Idea Book,1990,497,2
2752,2601-1,T-Rex Dinosaurs (Mother & Baby),1997,658,7
2753,2602-1,Dinosaurs Family Home,1997,658,30
2754,260-3,Complete Living Room Set,1971,405,178
2755,2603-1,Dinosaurs Tub,1997,658,70
2756,2604-1,Dino World,1997,658,62
2757,2605-1,Dinosaur Park,1997,658,46
2758,2606-1,Dump Truck,1997,632,8
2759,2607-1,Speed Car (Catapult Racer),1997,632,4
2760,2608-1,Family,1994,504,11
2761,2609-1,Racer,1990,632,2
2762,2610-1,Yellow Car,1985,632,3
2763,261-1,Bathroom,1979,405,180
2764,2611-1,Fire Engine,1985,632,3
2765,261-2,1:87 VW Beetle with Showroom,1958,368,4
2766,2612-1,Motorbike & Rider (PreSchool Scooter),1988,632,2
2767,261-2-DUMMY-1,Dummy Set for 261-2,1958,301,7
2768,2613-1,Refuse Truck (Garbage Truck),1990,632,4
2769,261-4,Complete Kitchen Set,1971,405,158
2770,2614-1,Mother and Baby,1988,652,3
2771,2615-1,Nursery,1990,652,8
2772,2616-1,Mini Safari,1994,632,5
2773,2617-1,Tow Truck,1989,504,4
2774,2618-1,Deep Sea Diver,1984,632,2
2775,2619-1,Rescue Helicopter,1984,632,3
2776,2620-1,Sports Car,1980,632,3
2777,2621-1,Motorbike Transporter,1994,632,5
2778,2621-2,Tractor,1981,632,3
2779,262-2,Complete Children's Room Set,1972,405,260
2780,2622-1,Little Plane,1982,632,2
2781,2623-1,Delivery Truck,1980,632,7
2782,2624-1,Helicopter,1981,632,3
2783,2625-1,Car with Boat and Trailer,1980,632,7
2784,2626-1,Car and Boat Vacation Trailer,1988,632,5
2785,2627-1,Pony Trailer (Rodeo),1980,632,6
2786,2628-1,Transport Truck,1987,632,5
2787,2629-1,Tractor and Farm Machinery,1985,632,7
2788,2630-1,Family Room,1980,652,14
2789,2630-2,Car and Campervan,1990,632,12
2790,263-1,Kitchen Set,1974,405,174
2791,2631-1,Stunt Pilot and Plane,1985,632,2
2792,2632-1,Delivery Truck (Container Transport),1987,632,5
2793,2634-1,Tip Truck,1983,632,7
2794,2635-1,Fire Engine,1982,632,4
2795,2636-1,Tow Truck,1984,632,4
2796,2637-1,Fire Engine,1987,632,7
2797,26374-1,Bohrok Swarm Trading Game: Blue Pack,2002,324,12
2798,26377-1,Bohrok Swarm Trading Game: Red Pack,2002,324,12
2799,26379-1,Bohrok Swarm Trading Game: Green Pack,2002,324,12
2800,2638-1,Container Truck (Truck with Crane),1987,632,10
2801,2639-1,Petrol Station (Gas Station),1984,632,14
2802,2640-1,Grocery Store (Supermarket),1980,632,26
2803,264-1,Living Room Set,1974,405,242
2804,2641-1,Barnyard,1982,632,21
2805,2641-2,Jumbo Plane,1988,632,12
2806,2642-1,Living Room,1982,652,27
2807,2643-1,Fishing Boat,1989,632,18
2808,2643-2,Playhouse,1980,652,1
2809,2644-1,Service Station,1981,632,17
2810,2645-1,Nursery School,1980,652,35
2811,2646-1,Crane Set,1983,632,18
2812,2647-1,Farm Animals,1985,632,18
2813,2648-1,Play-Box Home and Garage,1982,652,21
2814,2649-1,Sea Explorer,1984,632,44
2815,2650-1,Farm,1980,632,66
2816,2650-2,Cannon Ball Clowns,1989,632,7
2817,265-1,Bathroom,1974,405,148
2818,2651-1,Circus Artists,1989,632,9
2819,2652-1,Circus Caravan,1988,632,16
2820,2654-1,Police Emergency Unit,1991,632,12
2821,2655-1,Play Farm,1985,632,58
2822,2656-1,Village Post Office,1989,632,27
2823,2657-1,Service Station,1989,632,48
2824,2658-1,Fire Station,1989,632,66
2825,2659-1,Baby Animals,1995,632,8
2826,2660-1,Zoo Nursery,1991,632,5
2827,266-1,Child's Bedroom,1974,405,146
2828,2661-1,Zoo Van (Animal Transporter),1990,632,4
2829,2662-1,Crocodile and Sea Lion,1990,632,15
2830,2663-1,Water Animals,1995,632,23
2831,2664-1,Tiger and Panda Family (Tiger Enclosure),1990,632,25
2832,2665-1,Wild Cats,1995,632,23
2833,2666-1,Savannah and Polar Animals (Mini Zoo),1990,632,28
2834,2667-1,Animals Park,1995,632,44
2835,2668-1,Children's Zoo (Zoo Animal Antics),1990,632,41
2836,2669-1,Maxi Zoo,1990,632,71
2837,2670-1,Water Park,1995,632,47
2838,2671-1,Grand Prix Racing Team,1991,632,9
2839,2672-1,Police Station,1991,632,19
2840,2673-1,Motorcycle Patrol,1996,632,6
2841,2674-1,Racing Team,1996,632,9
2842,2675-1,Police Helicopter,1993,632,4
2843,2676-1,Bertie the Little Red Plane,1993,632,9
2844,2677-1,Fire Helicopter,1993,632,10
2845,2678-1,Jumbo Jet,1993,632,15
2846,2679-1,Airport,1993,632,26
2847,2680-1,Doctor's Surgery,1994,632,13
2848,268-1,Family Room,1979,405,253
2849,2681-1,Lion Safari,1994,632,18
2850,2682-1,Ambulance,1994,632,8
2851,2683-1,Police Station,1996,632,36
2852,2684-1,Dinghy,1997,632,3
2853,2685-1,Water Park,1996,632,47
2854,2687-1,Harbour,1997,632,53
2855,2688-1,Health Center (Doctor's House),1994,632,40
2856,2689-1,Savannah Animals,1994,632,32
2857,2690-1,Fire Chief,1995,632,7
2858,269-1,Kitchen,1979,405,211
2859,2691-1,My First Fire Engine,1995,632,14
2860,2692-1,Fire Heliport,1995,632,23
2861,2693-1,Fire Station,1995,632,44
2862,2694-1,Mini Farm,1996,632,43
2863,2695-1,Pony Carriage,1996,632,4
2864,2696-1,Farm Tractor,1996,632,11
2865,2697-1,Farm Animals,1996,632,18
2866,2699-1,Farm Yard,1996,632,69
2867,2-7,Basic Set,1973,469,139
2868,2700-1,Train Set (Freight),1983,634,34
2869,270-1,5 Cyclists / Motorcyclists,1958,368,1
2870,2701-1,Train & Station Set (Duplo Express),1988,634,46
2871,270-2,"Grandfather Clock, Chair and Table",1973,405,47
2872,2704-1,Fire Vehicle,1998,505,92
2873,2705-1,Passenger Train,1983,634,14
2874,2706-1,Barnyard Express,1988,634,11
2875,2707-1,Glider,2000,468,9
2876,2708-1,Aircraft,2000,468,12
2877,2709-1,Snowmobile,1996,468,8
2878,2710-1,Helicopter,2000,468,8
2879,271-1,Baby's Cot and Cabinet,1973,405,49
2880,2711-1,Straight Rails,1983,634,4
2881,271-2,Traffic Police Set,1958,372,6
2882,2712-1,Curved Tracks,1983,634,4
2883,2713-1,Points,1984,634,10
2884,2714-1,Train Crossings,1987,634,4
2885,271601-1,Lance,2016,605,14
2886,271602-1,Jet Horse,2016,605,34
2887,271603-1,Robin,2016,605,23
2888,271604-1,Globlin Spiders,2016,605,28
2889,271605-1,Lava Warrior,2016,605,12
2890,271606-1,Knight Racer,2016,605,21
2891,271607-1,Firecracker Catapult,2016,605,17
2892,271608-1,Kid Clay,2016,605,18
2893,271609-1,Bat-Gun,2016,605,29
2894,271610-1,Mighty Mech Bot,2016,605,34
2895,271611-1,Pilot Bot,2016,605,13
2896,2717-1,Train Bridge,1984,634,5
2897,271712-1,Clay,2017,605,18
2898,271713-1,Merlok 2.0,2017,605,13
2899,271714-1,Robin,2017,605,19
2900,271715-1,Lance's Micro Limo,2017,605,34
2901,271716-1,Gargoyle,2017,605,12
2902,271717-1,Rock Speeder,2017,605,31
2903,271718-1,Aaron,2017,605,14
2904,271719-1,Stone Giants' Gun,2017,605,33
2905,271720-1,Macy,2017,605,8
2906,271721-1,Clay's Mini Falcon,2017,605,44
2907,271722-1,Stone Giant with Flying Machine,2017,605,19
2908,271723-1,Hovercraft,2017,605,35
2909,2718-1,Aircraft and Ground Crew (Air 2000 Version),2001,50,144
2910,271824-1,Robin,2018,605,16
2911,271825-1,Aaron,2018,605,15
2912,271826-1,Fred,2018,605,10
2913,271827-1,Cyber-Snapper,2018,605,23
2914,271828-1,Lance,2018,605,12
2915,271829-1,Clay,2018,605,15
2916,271830-1,King’s Guard,2018,605,17
2917,271831-1,Macy,2018,605,21
2918,271832-1,VanByter,2018,605,7
2919,2719-1,Heli Monster,1999,470,9
2920,27-2,Train Contact Bricks,1977,456,2
2921,2720-1,Goods Station (Cargo Center),1988,632,33
2922,272-1,Dressing Table with Mirror,1973,405,32
2923,2722-1,Ship,2000,468,12
2924,2728-1,The Chopper,1999,470,11
2925,2729-1,Quattro Leg,1999,470,17
2926,2730-1,Electric Play Train Set,1993,634,61
2927,273-1,Bureau,1973,405,23
2928,2731-1,Push-Along Play Train,1996,634,10
2929,2732-1,Push-Along Play Train Set,1992,634,49
2930,2733-1,Push-Along Play Train (with Elephant),1993,634,12
2931,2734-1,Straight Track (Straight Rails),1993,634,6
2932,2734-2,Straight Track (Straight Rails),2004,634,6
2933,2735-1,Curved Track (Curved Rails),1993,634,6
2934,2735-2,Curved Track (Curved Rails),2004,634,6
2935,2736-1,Points (Switching Tracks),1993,634,4
2936,2737-1,Diamond Crossing and Tracks (Crossing & Rails),1993,634,9
2937,2738-1,Train Bridge,1994,634,11
2938,2739-1,Tip Wagon,1996,634,10
2939,2740-1,Level Crossing,1993,634,7
2940,274-1,Colour T.V. and Chair,1974,405,46
2941,2741-1,Electric Train Starter Set,1996,634,36
2942,2742-1,Loudspeaker,1999,470,9
2943,2743-1,Pendulum Nose,1999,470,21
2944,2744-1,Propeller Man,1999,470,10
2945,2745-1,Deluxe Electric Train Set,1996,634,88
2946,2750-1,Family,1986,504,7
2947,275-1,Table and Chairs,1974,405,64
2948,2751-1,Egg Fun,2000,505,0
2949,2751-2,Egg (Blue),2000,505,4
2950,2751-3,Egg (Green),2000,505,7
2951,2751-4,Egg (Red),2000,505,7
2952,2751-5,Egg (Yellow),2000,505,5
2953,2751-6,Egg Fun - Set of 4,2000,505,0
2954,2752-1,Bedroom,1986,652,30
2955,2754-1,Bathroom,1986,652,12
2956,2756-1,Kitchen,1986,652,22
2957,2757-1,Bad Monkey,1999,470,9
2958,2758-1,Living Room,1986,652,30
2959,2759-1,Rotor Head,1999,470,14
2960,2760-1,House Supplementary,1986,652,11
2961,276-1,Doctor's Office,1977,405,94
2962,2761-1,Pony Stables,1997,632,43
2963,2762-1,Family Fun Playground,1997,652,49
2964,2769-1,Aircraft and Boat,1999,50,99
2965,2770-1,Play House,1986,652,69
2966,277-1,Fireplace,1977,405,86
2967,2771-1,Family,1991,504,8
2968,2772-1,World People,1991,504,12
2969,2773-1,Barbecue,1991,652,15
2970,2774-1,Airshow (Red Tiger),1999,50,141
2971,2775-1,Bathroom,1991,652,7
2972,2776-1,Bedroom,1991,652,15
2973,2777-1,Living Room,1991,652,13
2974,2778-1,Kitchen,1991,652,12
2975,2779-1,Playhouse (Unfurnished),1991,652,11
2976,2780-1,Complete Playhouse,1991,652,60
2977,278-1,Television Room,1978,405,108
2978,2781-1,Bathroom,1996,652,26
2979,2783-1,Ironing Set,1995,652,7
2980,2784-1,Mother and Baby,1994,652,4
2981,2785-1,Living Room,1995,652,9
2982,2786-1,Laundry Room,1994,652,9
2983,2787-1,Nursery,1994,652,14
2984,2788-1,Kitchen,1994,652,20
2985,2789-1,Bathroom,1994,652,19
2986,2790-1,Play Room,1994,652,32
2987,2791-1,Playground,1996,652,33
2988,2792-1,Grandma's House,1994,652,47
2989,2794-1,My House,1994,652,77
2990,2795-1,Playhouse Bucket (Vacation Cottage Bucket),1994,652,36
2991,2796-1,Pink Carry Case (Playhouse Carry Case),1995,652,25
2992,2797-1,Happy Bucket,2000,505,50
2993,2799-1,XL Fun-Time Bucket,2000,505,91
2994,2-8,Medium House Set,1970,433,109
2995,280-1,"Sloping Roof Bricks, Red",1958,371,14
2996,280-2,"Sloping Roof Bricks, Blue",1958,371,14
2997,2803-1,Dinosaur Babies,1999,658,19
2998,2805-1,Pony Club,1997,632,15
2999,2806-1,Mini Dinosaur,1997,658,4
3000,2807-1,Big Wheeler,1999,632,7
3001,2808-1,Big Wheels Tipper Truck,1999,632,12
3002,28-1,Train Contact Plate with Cables,1977,456,2
3003,281-1,"1 x 2 and 3 x 2 Sloping Bricks, Red",1959,371,21
3004,2811-1,Rescue Station,1999,632,56
3005,281-2,"1 x 2 and 3 x 2 Sloping Bricks, Blue",1959,371,21
3006,2814-1,Big Wheels Road Worker Set,1999,632,38
3007,2815-1,Bike Ride (Me & My Bike),1998,652,6
3008,2817-1,(Me and My) Birthday,1998,652,33
3009,2818-1,Me and My House (Villa),1998,652,69
3010,2819-1,Brick Mixer,1999,505,71
3011,282-1,"2 x 2 Sloping Roof Bricks, Red",1958,371,22
3012,2821-1,Dinosaurs Fun Forest,1999,658,37
3013,282-2,"2 x 2 Sloping Roof Bricks, Blue",1958,371,22
3014,2824-1,City Advent Calendar 2010,2010,208,271
3015,2825-1,The Meadowsweets,2000,660,16
3016,2827-1,"Read, Listen and Play Box",2000,660,44
3017,2828-1,Supper Time,1999,660,6
3018,2829-1,Nap Time,1999,660,7
3019,2830-1,The Strawberries,1999,660,13
3020,283-1,"Sloping Ridge and Valley Bricks, Red",1957,371,20
3021,2831-1,The Toadstools,1999,660,14
3022,283-2,"Sloping Ridge and Valley Bricks, Blue",1957,371,20
3023,2832-1,The Bluebells,1999,660,13
3024,2833-1,"Lila, the Big Bluebell",1999,660,35
3025,2834-1,The Meadowsweets,1999,660,46
3026,2838-1,Native American Family (Big Chief's Family),1998,665,81
3027,2840-1,Girl,1998,468,10
3028,2841-1,Boy,1998,468,9
3029,2842-1,Promotional Set,1997,468,8
3030,2843-1,Boy,1997,468,8
3031,2844-1,Dog,1997,468,8
3032,2845-1,Indian Chief,1997,475,20
3033,2846-1,Indian Kayak,1997,475,18
3034,2847-1,Flyer,1997,144,15
3035,2848-1,Fright Knights Flying Machine,1997,195,19
3036,2849-1,Helicopter,1997,67,20
3037,2850829-1,Luke Skywalker Buildable Watch with Toy,2011,501,31
3038,2850857-1,R2-D2 Pen,2006,501,13
3039,2850868-1,Creator Watch with Building Toy,2011,501,43
3040,285-1,Medium Basic Set,1966,366,288
3041,2851070-1,Jango Fett Pen,2008,501,12
3042,2851-1,Medium Dino Bucket,1997,658,31
3043,2851126-1,Darth Maul Pen,2009,501,9
3044,2851134-1,Luke Skywalker X-wing Pilot Pen,2008,501,11
3045,2851135-1,Tusken Raider Pen,2009,501,11
3046,2851146-1,Pirates T-shirt,2009,501,0
3047,2851185-1,Stormtrooper Adult Watch,2009,501,14
